Word,Frequency
relationship between radar reflectivity rainfall rate,3
relationship between radar reflectivity rainfall rate kinetic,3
relationship between radar reflectivity rainfall rate kinetic energy,3
relationship between extreme rainfall,3
linear relationship between soil,3
flow conditions relationship between,3
relationship between solute concentrations discharge,3
studies have investigated relationship between,3
have investigated relationship between,3
relationship between north atlantic,3
relationship between inflow outflow,3
statistically significant negative relationship between,3
relationship between interfacial area capillary,3
relationship between interfacial area capillary pressure,3
relationship between interfacial area capillary pressure saturation,3
relationship between permeability electrical,3
relationship between permeability electrical conductivity,3
shows that relationship between,3
relationship between meteorological drought,3
relationship between rainfall streamflow,3
relationship between relative permeability,3
multiple regression relationship between,3
multiple regression relationship between monthly,3
regression relationship between monthly,3
relationship between subsurface storage,3
relationship between nao index,3
relationship between surface waters,3
relationship between delta o 18 values,3
relationship between surface resistance,3
linear relationship between two,3
that there relationship between,3
study evaluates relationship between,3
causal relationship between rainfall,3
paper explores relationship between,3
scale dependent relationship between,3
analysis used quantify relationship between,3
catchment specific relationship between,3
assumed linear relationship between,3
linear relationship between t,3
results suggest relationship between,3
relationship between groundwater storage,3
relationship between discharge water,3
relationship between nitrate concentration,3
relationship between terrestrial water,3
relationship between terrestrial water storage,3
gain insight into relationship between,3
relationship between catchment area,3
relationship between leaf area,3
relationship between leaf area index,3
relationship between matric potential,3
relationship between enso rainfall,3
relationship between soil moisture precipitation,3
insights into relationship between,3
relationship between water discharge sediment,3
relationship between volumetric water,3
relationship between volumetric water content,3
relationship between groundwater depth,3
relationship between precipitation stream,3
relationship between catchment descriptors,3
relationship between kinetic energy per,3
relationship between kinetic energy per unit,3
relationship between evapotranspiration ratio,3
relationship between water sediment,3
relationship between forecast skill,3
linear relationship between log,3
relationship between these processes,3
used analyze relationship between,3
nonlinear relationship between input output,3
no consistent relationship between,3
relationship between young water,3
relationship between isotopic composition,3
study examine relationship between,3
relationship between stream temperature,3
relationship between temperature precipitation,3
relationship between groundwater discharge,3
relationship between total rainfall total,3
relationship between travel time,3
relationship between spatial variability,3
no direct relationship between,3
relationship between groundwater recharge,3
relationship between snow cover,3
used identify relationship between,3
study explores relationship between,3
relationship between pore scale,3
nonlinear relationship between sediment,3
relationship between large scale atmospheric,3
relationship between flow velocity,3
relationship between transmissivity specific,3
relationship between transmissivity specific capacity,3
relationship between unfrozen water,3
relationship between water air temperatures,3
relationship between standard deviation,3
study examined relationship between,3
understanding relationship between soil,3
study explore relationship between,3
assumption that relationship between,3
investigate constitutive relationship between,3
relationship between rainfall karst,3
relationship between rainfall karst spring,3
relationship between rainfall karst spring discharge,3
relationship between model parameters catchment,3
functional relationship between catchment,3
relationship between d excess,3
relationship between coefficient variation,3
relationship between breakthrough pressure,3
relationship between normal stress,3
relationship between normal stress fluid,3
relationship between normal stress fluid flow,3
based assumption linear relationship between,3
relationship between annual precipitation,3
suggests that relationship between,3
positive relationship between soil,3
relationship between tree diameter,3
relationship between canopy interception,3
relationship between saturated area,3
relationship between forest cover,3
relationship between k k,3
used model relationship between,3
show significant relationship between,3
shed light relationship between,3
relationship between rainfall amount,3
threshold relationship between qf,3
threshold relationship between qf p,3
relationship between qf p,3
relationship between vegetation cover,3
relationship between ground water,3
significant relationship between snow,3
there inverse relationship between,3
relationship between these factors,3
relationship between rainfall flood,3
explore relationship between climate,3
distribution nonlinear relationship between,3
identify functional relationship between,3
understanding relationship between water,3
relationship between water levels,3
relationship between soil water content swc,3
relationship between tdr measured,3
there positive relationship between,3
paper analyzes relationship between,3
relationship between soil detachment capacity,3
have analyzed relationship between,3
relationship between sap flow,3
nonlinear relationship between precipitation,3
relationship between vegetation type,3
understanding dynamic relationship between,3
based relationship between rainfall,3
relationship between delta d delta o 18,3
relationship between lag time,3
relationship between depth water,3
relationship between depth water table,3
relationship between hydro meteorological,3
relationship between catchment characteristics,3
significant ve relationship between phosphatase,3
significant ve relationship between phosphatase activities,3
ve relationship between phosphatase,3
ve relationship between phosphatase activities,3
relationship between phosphatase activities,3
statistical analysis relationship between,3
relationship between electrical conductivity wetness,3
relationship between electrical conductivity wetness snow,3
there statistically significant relationship between,3
phase relationship between gws,3
based analysis relationship between,3
relationship between soil moisture spatial,3
relationship between flood characteristics,3
relationship between sediment yield its,3
relationship between monthly water,3
relationship between geomorphic settings,3
relationship between cdom doc,3
relationship between catchment scale,3
complicated nonlinear relationship between,3
relationship between permeability water,3
negative relationship between annual,3
relationship between delta n 15 no3,3
relationship between delta n 15 no3 delta,3
relationship between delta n 15 no3 delta o,3
relationship between watershed model,3
relationship between watershed model parameters,3
relationship between watershed model parameters basin,3
relationship between watershed model parameters basin characteristics,3
linear relationship between d l,2
linear relationship between d l pe,2
relationship between d l pe,2
relationship between basin characteristics,2
possible relationship between these,2
possible relationship between these variables,2
relationship between driving resultant,2
relationship between driving resultant variables,2
linear relationship between reservoir,2
relationship between reservoir water,2
relationship between c q,2
show how relationship between,2
relationship between apparent shear,2
relationship between power law,2
relationship between power law recession,2
complementary relationship between potential,2
empirical power law relationship between,2
significant relationship between ndvi,2
relationship between variables these,2
relationship between raindrop size,2
relationship between capillary pressure p,2
relationship between capillary pressure p c,2
relationship between 2b re,2
relationship between 2b re c,2
log log linear relationship between,2
new insight into relationship between,2
equation derived relationship between,2
flow resistance equation then relationship between,2
flow resistance equation then relationship between velocity,2
flow resistance equation then relationship between velocity profile,2
resistance equation then relationship between,2
resistance equation then relationship between velocity,2
resistance equation then relationship between velocity profile,2
resistance equation then relationship between velocity profile parameter,2
equation then relationship between,2
equation then relationship between velocity,2
equation then relationship between velocity profile,2
equation then relationship between velocity profile parameter,2
then relationship between velocity,2
then relationship between velocity profile,2
then relationship between velocity profile parameter,2
relationship between velocity profile parameter gamma channel,2
relationship between velocity profile parameter gamma channel slope,2
used explore relationship between,2
relationship between sapwood leaf,2
relationship between sapwood leaf area,2
relationship between rainfall intensity i,2
relationship between dq dt q basin,2
study dynamic relationship between,2
relationship between dielectric constant water,2
relationship between dielectric constant water content,2
relationship between channel characteristics,2
investigating relationship between flood,2
used empirical relationship between,2
relationship between effective saturation,2
analysis relationship between atmospheric,2
relationship between mean monthly precipitation,2
describing relationship between evaporation,2
that relationship between hydraulic,2
that relationship between hydraulic gradient,2
porous media relationship between,2
relationship between capillary pressure wetting,2
relationship between pore size,2
analyses functional relationship between,2
functional relationship between total,2
therefore investigated relationship between,2
relationship between water depth surface,2
relationship between rainfall duration,2
relationship between capillary pressure water,2
relationship between capillary pressure water saturation,2
relationship between streamflow water,2
relationship between soil moisture patterns topographic,2
relationship between soil moisture patterns topographic variables,2
strong relationship between soil,2
strong relationship between soil moisture,2
defined power law relationship between,2
defined power law relationship between channel,2
defined power law relationship between channel width,2
power law relationship between channel,2
power law relationship between channel width,2
law relationship between channel,2
law relationship between channel width,2
differential c q relationship between,2
relationship between rainfall patterns,2
relationship between sediment concentration c,2
relationship between sediment concentration c water,2
relationship between sediment concentration c water discharge,2
relationship between sediment concentration c water discharge q,2
site specific relationship between hydraulic,2
specific relationship between hydraulic,2
based relationship between air,2
based relationship between air temperature,2
based relationship between air temperature ta,2
relationship between air temperature ta,2
relationship between canopy height reference value,2
paper examines relationship between,2
relationship between nsa stream,2
relationship between nsa stream no3,2
relationship between nsa stream no3 concentration,2
relationship between hydrological meteorological,2
basin study examines relationship between,2
relationship between natural anthropogenic,2
relationship between natural anthropogenic factors,2
nonlinear relationship between runoff,2
relationship between runoff sediment,2
using linear relationship between,2
relationship between enso precipitation,2
relationship between enso precipitation along,2
show that relationship between enso,2
that relationship between enso,2
forested watershed relationship between,2
analyse relationship between stream,2
significant relationship between sediment,2
relationship between sediment loss,2
linear relationship between effective,2
relationship between rainfall intensity stemflow,2
relationship between rainfall intensity stemflow production,2
relationship between ecology power,2
relationship between ecology power generation,2
relationship between climate land,2
relationship between climate land cover,2
relationship between geology landscape,2
relationship between geology landscape structure,2
relationship between geology landscape structure water,2
relationship between geology landscape structure water transit,2
relationship between geology landscape structure water transit time,2
relationship between catchment storage,2
also investigate relationship between,2
that describe relationship between,2
relationship between erosion rate,2
relationship between yangtze river,2
relationship between mass transfer,2
observed relationship between water,2
trade off relationship between conflicting,2
off relationship between conflicting,2
including nonlinear relationship between,2
relationship between soil moisture surface,2
investigated relationship between hydrological,2
storage relationship between rainfall,2
investigate possible relationship between,2
relationship between watershed scale,2
relationship between sediment transport flow,2
relationship between sediment transport flow rates,2
data then relationship between,2
relationship between north atlantic oscillation,2
relationship between north atlantic oscillation nao,2
model describe relationship between,2
negative relationship between discharge,2
relationship between discharge electrical,2
relationship between discharge electrical conductivity,2
water balance relationship between,2
understanding relationship between precipitation,2
relationship between socio economic,2
relationship between manning n,2
relationship between flood peaks,2
regional relationship between catchment,2
relationship between climate catchment,2
relationship between potential actual,2
relationship between potential actual evapotranspiration,2
relationship between these rainfall,2
new relationship between water,2
relationship between scale factor,2
relationship between scale factor gamma,2
linear nonlinear relationship between,2
relationship between meteorological drought hydrological,2
relationship between meteorological drought hydrological drought,2
relationship between stream width,2
relationship between predicted specific,2
relationship between predicted specific yield,2
relationship between predicted specific yield dimensionless,2
relationship between predicted specific yield dimensionless period,2
relationship between annual maximum,2
relationship between sediment flux,2
close linear relationship between,2
soil hydraulic properties relationship between,2
hydraulic properties relationship between,2
relationship between soil erodibility,2
variance covariance relationship between,2
relationship between simulated observed,2
power law relationship between number,2
law relationship between number,2
relationship between rainfall inputs,2
relationship between rainfall inputs flood,2
relationship between rainfall inputs flood generation,2
understanding relationship between extreme,2
highly complicated relationship between,2
highly complicated relationship between variables,2
complicated relationship between variables,2
relationship between predictors predictand,2
observed trends relationship between,2
investigation relationship between runoff,2
relationship between land use changes,2
relationship between extreme events,2
found negative relationship between,2
analysis relationship between flood,2
relationship between rainfall input,2
relationship between flood occurrence,2
relationship between unsaturated hydraulic conductivity pressure,2
relationship between unsaturated hydraulic conductivity pressure head,2
relationship between both parameters,2
study relationship between water,2
relationship between ssc discharge,2
relationship between ssc discharge q,2
relationship between rainfall erosivity,2
relationship between daily rainfall,2
investigate relationship between various,2
explore relationship between catchment,2
relationship between catchment topography,2
little known about relationship between,2
little known about relationship between these,2
known about relationship between,2
known about relationship between these,2
about relationship between these,2
relationship between these indices,2
relationship between rdi water,2
relationship between rdi water discharge,2
relationship between filter performance,2
case investigate relationship between,2
investigate relationship between climatic,2
relationship between climatic indices precipitation,2
relationship between monthly precipitation,2
model used investigate relationship between,2
relationship between near surface soil,2
relationship between near surface soil moisture,2
relationship between vegetation evaporation,2
investigation relationship between water,2
relationship between water repellency,2
understanding relationship between flood,2
relationship between flood control,2
dynamic relationship between human,2
relationship between bedload transport,2
relatively simple relationship between,2
relationship between long term,2
response relationship between water,2
due nonlinear relationship between,2
2 relationship between stream,2
fitting regression relationship between,2
relationship between pore water,2
not only relationship between,2
relationship between intensity frequency,2
evidence linear relationship between,2
relationship between unsaturated water,2
relationship between discharge catchment,2
relationship between discharge catchment area,2
relationship between sediment yields,2
negative relationship between d,2
that relationship between infiltration,2
that relationship between infiltration rate,2
processes particular relationship between,2
relationship between catchment size,2
relationship between el nino southern oscillation enso events,2
relationship between topographic index,2
relationship between soil moisture near,2
relationship between soil moisture near surface,2
assuming that relationship between,2
that relationship between flow,2
relationship between groundwater stream,2
relationship between mean annual flood,2
relationship between mean annual flood catchment,2
relationship between mean annual flood catchment size,2
data determine relationship between,2
relationship between root zone,2
linear relationship between fsr,2
importance catchment factors modifying relationship between,2
importance catchment factors modifying relationship between n,2
importance catchment factors modifying relationship between n deposition,2
catchment factors modifying relationship between,2
catchment factors modifying relationship between n,2
catchment factors modifying relationship between n deposition,2
factors modifying relationship between,2
factors modifying relationship between n,2
factors modifying relationship between n deposition,2
modifying relationship between n,2
modifying relationship between n deposition,2
relationship between n deposition,2
that relationship between thermal,2
strong nonlinearity relationship between,2
relationship between atmospheric intraseasonal,2
relationship between atmospheric intraseasonal signals,2
relationship between monthly rainfall,2
highly nonlinear relationship between rainfall,2
nonlinear relationship between rainfall runoff,2
take advantage relationship between,2
spatial relationship between climate,2
used study relationship between suspended,2
used study relationship between suspended sediment,2
used study relationship between suspended sediment concentration,2
used study relationship between suspended sediment concentration river,2
study relationship between suspended,2
study relationship between suspended sediment,2
study relationship between suspended sediment concentration,2
study relationship between suspended sediment concentration river,2
study relationship between suspended sediment concentration river discharge,2
relationship between suspended sediment concentration river,2
relationship between suspended sediment concentration river discharge,2
relationship between suspended sediment concentration river discharge during,2
linear relationship between chloride,2
theoretical relationship between l,2
site significant relationship between,2
relationship between input variables,2
non uniqueness relationship between,2
analysis relationship between rainfall,2
physical meaning relationship between,2
insights into relationship between rainfall,2
linear relationship between measured,2
while considering relationship between,2
nonlinear relationship between water,2
relationship between water discharge sediment discharge,2
relationship between precipitation hydrological,2
relationship between delta c,2
relationship between delta c 13,2
finally investigate relationship between,2
order polynomial relationship between,2
equation describing relationship between,2
analysis used evaluate relationship between,2
evaluate relationship between delta,2
investigate relationship between water,2
derived relationship between soil,2
indicated strong relationship between,2
relationship between freshwater seawater,2
relationship between precipitation elevation,2
relationship between watershed hydrologic,2
complex nonlinear relationship between model,2
nonlinear relationship between model,2
relationship between model parameters watershed,2
relationship between reservoir storage,2
investigate relationship between transport,2
relationship between transport capacity,2
complementary relationship between actual potential evapotranspiration,2
relationship between actual potential evapotranspiration,2
relationship between isotopic compositions,2
relationship between distribution parameters,2
relationship between passive microwave,2
developed assess relationship between,2
relationship between young water fraction,2
1 1 relationship between,2
relationship between evapotranspiration ratio aridity,2
relationship between evapotranspiration ratio aridity index,2
relationship between point scale,2
measurements calibrate relationship between,2
identified inverse relationship between,2
relationship between sap flux,2
relationship between mean soil,2
relationship between mean soil moisture,2
relationship between observed low,2
relationship between stream discharge solute,2
linear relationship between rainfall runoff,2
there clear relationship between,2
clear relationship between performance,2
relationship between forecast quality,2
relationship between small large,2
relationship between air temperature stream,2
relationship between air temperature stream temperature,2
non stationary relationship between precipitation,2
stationary relationship between precipitation,2
relationship between precipitation watershed,2
relationship between water resources,2
soil water relationship between,2
order evaluate relationship between,2
relationship between water level changes,2
relationship between these characteristics,2
linear relationship between k,2
that govern relationship between,2
quebec canada relationship between,2
relationship between rainfall groundwater,2
relationship between air stream,2
linear relationship between m,2
information about relationship between,2
gnip data relationship between,2
gnip data relationship between delta,2
gnip data relationship between delta h,2
gnip data relationship between delta h 2,2
gnip data relationship between delta h 2 delta,2
data relationship between delta,2
data relationship between delta h,2
data relationship between delta h 2,2
data relationship between delta h 2 delta,2
data relationship between delta h 2 delta o,2
relationship between environmental variables,2
relationship between rain gauge,2
relationship between rainfall runoff highly,2
spatio temporal relationship between,2
relationship between streamflow rainfall,2
relationship between runoff water,2
relationship between runoff water quality,2
there no direct relationship between,2
no systematic relationship between,2
m depth relationship between,2
also relationship between soil,2
also relationship between soil moisture,2
model explain relationship between,2
determine relationship between impervious,2
have shown strong relationship between,2
shown strong relationship between,2
knowledge relationship between rainfall,2
knowledge relationship between rainfall intensity,2
knowledge relationship between rainfall intensity kinetic,2
knowledge relationship between rainfall intensity kinetic energy,2
knowledge relationship between rainfall intensity kinetic energy its,2
relationship between rainfall intensity kinetic energy its,2
relationship between rainfall intensity kinetic energy its variations,2
change phase relationship between,2
further explore relationship between,2
linear relationship between runoff,2
relationship between runoff peak,2
used describe relationship between,2
relationship between pore scale forces,2
relationship between dielectric permittivity,2
relationship between large scale atmospheric circulation,2
relationship between model structure,2
relationship between indicators geostatistical,2
relationship between indicators geostatistical flow,2
relationship between indicators geostatistical flow transport,2
relationship between indicators geostatistical flow transport connectivity,2
one one relationship between stage,2
one relationship between stage,2
analysis used determine relationship between,2
relationship between river discharge,2
relationship between wr drought,2
relationship between kinetic energy per unit area,2
relationship between kinetic energy per unit area per,2
relationship between solar radiation,2
relationship between fluid flow,2
expression describing relationship between,2
relationship between low flows,2
relationship between k sand,2
strong relationship between water air,2
strong relationship between water air temperatures,2
relationship between mean annual 7,2
relationship between mean annual 7 day,2
relationship between flow rate pressure,2
relationship between standard deviation coefficient,2
relationship between standard deviation coefficient variation,2
relationship between meteorological factors,2
relationship between evaporative fraction,2
relationship between vapour pressure,2
understanding relationship between soil moisture,2
water relationship between soil,2
trend observed relationship between,2
relationship between porous medium,2
relationship between spatial distribution,2
relationship between deep shallow,2
relationship between deep shallow aquifers,2
relationship between runoff nitrate,2
relationship between runoff nitrate recovery,2
relationship between runoff nitrate recovery times,2
times relationship between these,2
relationship between data forecast,2
relationship between low frequency,2
relationship between surface temperature,2
relationship between specific interfacial,2
relationship between specific interfacial areas,2
relationship between specific interfacial areas capillary,2
relationship between specific interfacial areas capillary pressure,2
relationship between specific interfacial areas capillary pressure saturation,2
porous medium relationship between,2
relationship between stable isotope,2
relationship between reactant concentration,2
relationship between reactant concentration isotope,2
relationship between reactant concentration isotope fractionation,2
model that describes relationship between,2
investigating relationship between rainfall,2
investigating relationship between rainfall karst,2
investigating relationship between rainfall karst spring,2
investigating relationship between rainfall karst spring discharge,2
relationship between catchment descriptors model,2
relationship between catchment descriptors model parameters,2
find simple relationship between,2
relationship between changes climate,2
empirical relationship between soil,2
relationship between variability enso,2
relationship between variability enso activity,2
relationship between variability enso activity streamflow,2
relationship between stable isotopic,2
slope intercept relationship between,2
relationship between breakthrough pressure water,2
multiscale relationship between monthly,2
multiscale relationship between monthly sediment,2
multiscale relationship between monthly sediment load,2
relationship between monthly sediment,2
relationship between monthly sediment load,2
analytical relationship between normal,2
analytical relationship between normal stress,2
analytical relationship between normal stress fluid,2
analytical relationship between normal stress fluid flow,2
analytical relationship between normal stress fluid flow single,2
relationship between normal stress fluid flow single,2
relationship between normal stress fluid flow single fractures,2
relationship between spatial mean,2
hysteretic relationship between storage,2
relationship between storage contributing,2
relationship between storage contributing area,2
relationship between parameters model,2
relationship between model parameters pool,2
relationship between model parameters pool volume,2
hysteretic relationship between contributing,2
hysteretic relationship between contributing area,2
us establish relationship between,2
relationship between two indicators,2
analysis derive relationship between,2
nonlinear relationship between inputs outputs,2
relationship between o 18,2
relationship between surface roughness,2
relationship between hyporheic exchange fluxes,2
relationship between annual precipitation streamflow,2
budyko type relationship between,2
there no simple relationship between rainfall,2
there no simple relationship between rainfall runoff,2
no simple relationship between rainfall,2
no simple relationship between rainfall runoff,2
simple relationship between rainfall,2
simple relationship between rainfall runoff,2
relationship between rainfall runoff depths,2
threshold relationship between rainfall,2
relationship between forest recovery,2
trade off relationship between carbon,2
off relationship between carbon,2
relationship between topography mtt,2
emergent relationship between watershed,2
relationship between stomatal conductance,2
positive relationship between soil moisture,2
relationship between outflow storage,2
relationship between tree growth,2
relationship between flow structure,2
also explore relationship between,2
relationship between synoptic atmospheric,2
relationship between surface flow,2
relationship between surface flow climate,2
relationship between surface flow climate intrinsic,2
relationship between surface flow climate intrinsic catchment,2
log log relationship between,2
relationship between matric suction,2
relationship between matric suction water,2
relationship between matric suction water content,2
examine relationship between mean,2
represents relationship between magnitude,2
represents relationship between magnitude frequency,2
study quantifies relationship between,2
relationship between tree ring delta,2
relationship between tree ring delta o,2
relationship between tree ring delta o 18,2
clear relationship between canopy,2
clear relationship between canopy height,2
relationship between h g smax,2
but also relationship between,2
establish statistical relationship between,2
relationship between daily precipitation,2
significant relationship between water,2
relationship between water temperature,2
understanding relationship between stream,2
relationship between stream chemistry,2
relationship between two three,2
relationship between two three dimensional,2
relationship between two three dimensional measurements,2
relationship between watershed structure,2
show no significant relationship between,2
relationship between suppliers receivers,2
quantify relationship between groundwater,2
need caution extrapolating relationship between,2
caution extrapolating relationship between,2
relationship between channel network,2
linear relationship between air,2
relationship between air temperatures,2
relationship between t e,2
relationship between t e t,2
quantify relationship between watershed,2
relationship between streamflow variability,2
relationship between site organic,2
relationship between site organic matter,2
relationship between site organic matter content,2
study analyzes relationship between,2
linear relationship between them,2
relationship between climate water,2
linear relationship between mean basin,2
linear relationship between mean basin scale,2
linear relationship between mean basin scale precipitation,2
linear relationship between mean basin scale precipitation different,2
relationship between mean basin,2
relationship between mean basin scale,2
relationship between mean basin scale precipitation,2
relationship between mean basin scale precipitation different,2
relationship between mean basin scale precipitation different periods,2
linear relationship between field,2
two distinct modes relationship between,2
distinct modes relationship between,2
develop empirical relationship between,2
relationship between treatment costs,2
